"project_id","item_key","text","cluster"
"Apache httpd-2",51778,"while buliding(make) a unix source ""httpd-2.2.20.tar.gz"" geeting ""make: Fatal error: Command failed for target `htpasswd'""",49
"XmlCommons - Now in JIRA",43761,"sub catalogs not resolving public identifiers",49
"APR",48476,"apr_psprintf() does not parse the ll or hh size specifiers",49
"Apache httpd-2",57056,"Rewrite port is taken into hostname",49
"Log4j - Now in Jira",51227,"after deleting logs using trash button no more logs printed to console",49
"JMeter",60124,"Strange ClassCastException when try to save test plan with TestBean GUI and collection properties (TableEditor)",49
"Tomcat Connectors",53883,"isapi_redirect v 1.2.37 crashes w3wp.exe  on the production web servers - faulting module msvcrt.dll",49
"Apache httpd-2",40416,"mod_proxy_ftp cannot connect under http load in forward proxy",49
"Apache httpd-2",46873,"feature request: connection count on balancer-manager page",49
"Apache httpd-2",57337,"Content negotiation fails with conditional Redirect",49
"Apache httpd-2",42054,"service name and parameter issues",49
"Apache httpd-2",55712,"Relative <!--#include virtual=""../file.shtml""--> gets confused by double slashes in request URL",49
"Apache httpd-2",47542,"Piped logging processes killed before other processes",49
"Apache httpd-2",51471,"<DirectoryMatch>ed IndexIgnore doesn't",49
"XmlCommons - Now in JIRA",48194,"Xml Catalog Resovler fails with included schemas",49
"Ant",43921,"JavaEnvUtils.getJreExecutable() returns wrong executable",49
"Lenya",44120,"Creating sibling doesn't take AC into account",49
"Batik - Now in Jira",43104,"path/polyline with many points looks jagged",49
"Apache httpd-2",54848,"Client field too short for IPv6 addresses",49
"Apache httpd-2",55673,"httpd fails to start with SSLProxyMachineCertificateFile with openssl 1.0 cert",49
"Apache httpd-2",50274,"always pass CONTENT_LENGTH to the application",49
"Batik - Now in Jira",44553,"Incorrect bounding box returned for simple path",49
"Apache httpd-2",53932,"PROPFIND doesn't support If, If-Match ETag predicates",49
"APR",58152,"apr_pool_create returns the same pool (pointer) after multiple invocations with allocator = NULL",49
"Log4j - Now in Jira",55677,"Log4J not logging internal debug logs before setting debug flag",49
"XmlCommons - Now in JIRA",45119,"add systemIdSuffix and uriSuffix to schema",49
"POI",60162,"VBAMacroReader misses macro in one test ppt",49
"Apache httpd-2",56014,"MOd rewrite CO Cookie method the lifetime flag not working as expected",49
"Fop - Now in Jira",41443,"[PATCH] FOP can't handle mixed-case hyphenation exceptions",49
"Apache httpd-2",56052,"ap_session_load called multiple times for expired session creates new session each time",49
"Slide",36551,"NPE in Domain.java",49
"Batik - Now in Jira",42387,"Rendering GraphicsNode onto SVGGraphics2D cannot reproduce gradients",49
"Apache httpd-2",46682,"mod_proxy EAI_AGAIN DNS failure",49
"Lenya",49324,"[Website] ""ext:"" prefix of external url is not transform into a clean url",49
"Slide",33567,"WebSphere problem with getServletPath",49
"XmlCommons - Now in JIRA",45210,"Base systemId not set when parsing XML catalogs",49
"Apache httpd-2",42690,"realm is not set for each configured directory when digest authentication is used",49
"Fop - Now in Jira",53276,"writing-mode on simple-page-master does not affect layout of regions",49
"Lenya",49984,"Who decide witch editor for witch resource ?",49
"Tomcat Native",59163,"TC Native 1.2.0 & later does not compile with openssl-fips",49
"Fop - Now in Jira",53901,"rgb-icc() unavailable in layout-master-set",49
"JMeter",43484,"Remote Statistical mode needs to collect min/max separately",49
"Apache httpd-2",51707,"ProxyPassReverse issues within <Location> (different to 38864)",49
"Apache httpd-2",40217,"mod_dav PROPFIND ignores access restrictions on items in a collection",49
"Apache httpd-2",52950,"Error when set AuthType to None with valid-user",49
"POI",50868,"Performance of sheet.setDefaultColumnStyle(col, style) degrades as more columns are added",49
"Apache httpd-2",59626,"mod_ssl configuration directives ExportCertData and StdEnvVars, and other ssl environment variables can't be used with a fastcgi authenticator",49
"Apache httpd-2",45449,"[PATCH] Add support to WebDav to MOVE/COPY to remote servers",49
"APR",57877,"Adding a buffer using apr_file_buffer_set() leaves an unbuffered file w/o the required mutex",49
"Lenya",44716,"Cut and Copy operations don't include acml files",49
"Batik - Now in Jira",48407,"OutOfMemoryError, when zooming in svg document",49
"Apache httpd-2",35652,"Improve error message: ""pcfg_openfile: unable to check htaccess file, ensure it is readable""",49
"Ant",42787,"Relax restricion on quiet and failonerror attributes both set to 'true' with 'delete' task",49
"XMLGraphicsCommons - Now in Jira",53681,"[PATCH] Improve exception handling when loading classpath resources fails",49
"Batik - Now in Jira",50808,"images clipped when converted and/or re-sized",49
"Log4j - Now in Jira",47960,"CompositeAppender contribution",49
"Apache httpd-2",49553,"Set QoS bits via APR2 API instead",49
"APR",50454,"configure fails when apr and apr-util are in different places",49
"POI",57867,"TransformerFactoryConfigurationError: Provider org.apache.xalan.processor.TransformerFactoryImpl not found",49
"Ant",45750,"URI support as source",49
"Tomcat 7",50175,"Enhance memory leak detection by selectively applying methods [PATCH?]",49
"Tomcat 6",48672,"Tomcat Virtual Host Manager (/host-manager) have broken ""Host Manager Help"" link.",49
"Apache httpd-2",38571,"CustomLog directive checked by apachectl configtest",49
"Tomcat Connectors",56576,"Websocket support",49
"APR",41254,"apr_queue_t enhancements",49
"Lenya",42236,"notification inboxes should not be under access-control/",49
"Tomcat 8",58837,"support ""X-Content-Security-Policy"" a.k.a as ""CSP""",49
"Ant",48225,"import task reference environment variable",49
"Apache httpd-2",37307,"Can't suppress error messages",49
"Apache httpd-2",52683,"add a symlink option that rechecks the access permission with the resolved symlink",49
"Apache httpd-2",56475,"Allow TLS record size to be configured",49
"Lenya",42551,"improve editor modularization",49
"JMeter",55532,"Proxy recorder should create the sample before executing it",49
"POI",53518,"Method to autosize cell comments",49
"Ant",58914,"Enhance target with a new runOnce=""true/[false]"" attribute",49
"Batik - Now in Jira",46474,"Source distribution should include Eclipse project files",49
"Tomcat 7",53411,"NullPointerException in org.apache.tomcat.util.buf.CharChunk",49
"Apache httpd-2",41111,"New option for filters: run only if there are spare CPU cycles",49
"JMeter",52274,"Add SFTP Sampler (using FTP sampler GUI)",49
"Ant",33073,"Tasks created by <scriptdef> do not support nested text",49
"Apache httpd-2",50530,"Provide rate limiting for failed authentication attempts",49
"Apache httpd-2",10747,"ftp SIZE command and 'smart' ftp servers results in wrong Content-Length value",49
"XmlCommons - Now in JIRA",26631,"relative entries from xml catalog files resolve to file:d:/dir/file.txt",49
"Xerces-J",31077,"EntityResolver does not process all general external entities",49
"Slide",29235,"Resource Type needs method isPrincipal",49
"APR",45494,"testsockets fails on Solaris when IPv6 interfaces are not configured",49
"Xerces-J",3723,"Default namespace declaration repeated by XMLSerializer",49
"Ant",30760,"sql task handle pl/sql with ';' in pl/sql code. (patch)",49
"Log4j - Now in Jira",29305,"Chainsaw doesn't see locationinfo from XMLSocketReceiver",49
"Fop - Now in Jira",48765,"java.lang.NullPointerException: org.apache.fop.layoutmgr.inline.InlineStackingLayoutManager.getChangedKnuthElements(InlineStackingLayoutManager.java:375)",49
"Fop - Now in Jira",47811,"(CSSToXLSFO, html tables) Rendering table columns without fo:table-column specified",49
"Ant",35215,"Ant.bat with all parameters in ANT_ARGS always exit code of 1",49
"Xerces-J",4738,"Encoding and Microsoft's VM",49
"Slide",37857,"AclMethod tries to access nodestore with an incomplete slideToken",49
"Ant",24711,"[PATCH] macrodef child elements should use their description attributes in error messages",49
"Ant",10402,"adding the ability of html like whitespace preservence to echo task",49
"Fop - Now in Jira",53812,"Load images asynchronously",49
"Ant",31588,"xdoc generation enhancements for Ant1.7",49
"Fop - Now in Jira",53126,"need test cases: property value functions",49
"Lenya",27037,"set tabindex for form fields",49
"Ant",31165,"should we set networkaddress.cache.ttl to something sensible in our startup scripts",49
"Apache httpd-2",57795,"mod_proxy_wstunnel sometimes does not connect and sometimes does not disconnect",50
"APR",55775,"Can't commit more than 65 object with svn client (on HP-UX) to svn server (on Windows)",50
"Apache httpd-2",58889,"mod_proxy mixes random chars to the backend request (Method GET changes to G{randomchar}ET",50
"POI",60184,"Saved file that uses a XSSFFont without a specifically set FontFamily won't open in Excel",50
"Apache httpd-2",57386,"html5 lost some comments",50
"POI",60141,"Executing a program in Eclipse is displaying an exception on the console: ""Exception in thread ""main"" org.apache.poi.openxml4j.exceptions.OpenXML4JRuntimeException: Rule M2.4 exception""",50
"Log4j - Now in Jira",48607,"Log levels are not displayed corectly",50
"Apache httpd-2",56101,"Apache 2.4.6 ceases processing requests (scoreboard is full, not at MaxRequestWorkers)",50
"Apache httpd-2",56942,"Unable to implement TRANSFER-CHUNKED:ENCODING with apache 2.2",50
"Ant",50007,"Taskdef classpath breaks with directory containing an exclamation mark (!)",50
"POI",57835,"XSLFSlide.importContent fails to create valid slide with Charts and Notes in slide",50
"Tomcat Native",56415,"EXCEPTION_ACCESS_VIOLATION (0xc0000005) in tcnative-1.dll",50
"Ant",46783,"erroronmissingdir not supported by javac task",50
"Batik - Now in Jira",45572,"PreferenceManager gerPoint always returns default value",50
"Ant",50400,"SecureHandler does not write to std err but to std out",50
"Lenya",47096,"Lenya Website Redesign Contest",50
"Apache httpd-2",58073,"Extremely long time for graceful restart",50
"Apache httpd-2",58934,"mod_proxy initial BalancerMember settings not applied to just that Proxy Balancer on startup",50
"Apache httpd-2",58475,"Support append/merge with semicolon-separated headers",50
"APR",56950,"Return success if socket is already closed",50
"Batik - Now in Jira",46791,"[PATCH] NullPointerException calling cloneNode for SVG 1.2 documents",50
"Lenya",54494,"Resources editing directly in the source folder",50
"Apache httpd-2",55763,"raise roots soft RLIMIT_NPROC on linux for high maxclients?",50
"Slide",34670,"PropertyName and UriPath are not serializable.",50
"JMeter",60148,"Proxy recorder doesn't cancel pending requests when stopped",50
"Apache httpd-2",56098,"duplicate cookie",50
"Ant",50715,"Specifying encoding of <sql> task doesn't result in filtering out malformed input",50
"Apache httpd-2",51576,"mod_rewrite rule stopped working",50
"Slide",32855,"Opened input strams are not closed",50
"POI",60010,"SXSSFWorkbook.write() fails when the template is based on PackageAccess.READ OPCPackage",50
"Apache httpd-2",56102,"SSL_CLIENT_S_DN_x509_0 is undefined in the environment table",50
"Slide",40089,"plus (+) is decoded in path components of URLs which seems to be incorrect.",50
"Apache httpd-2",45253,"Unable to build httpd 2.2.9 on Solaris/SPARC",50
"Log4j - Now in Jira",50225,"Filesystem placeholder not working with PropertyConfigurator",50
"JMeter",57787,"The Once Only controller behaves correctly under a Thread Group or Loop Controller, but otherwise its behaviour is not consistent (or clearly specified)",50
"Apache httpd-2",49058,"Prefork MPM tries to accept on closed listener sockets during graceful restarts",50
"Apache httpd-2",57979,"can not turn change log level for mod_filter",50
"Apache httpd-2",58121,"ProxyHTMLMeta seems to ignore all <meta http-equiv=""Content-***",50
"Ant",40455,"ReaderInputStream handling character sets having preamples incorrect;ly",50
"Log4j - Now in Jira",38513,"[PATCH] Suggested unit test for JMSAppender",50
"Apache httpd-2",55284,"repeatable segv",50
"APR",43375,"Pool integrity check fails for apr threads",50
"Batik - Now in Jira",46418,"NullPointerException in CSSEngine.getCascadedStyleMap()",50
"Apache httpd-2",56250,"sbindir in config.layout for Apache has bin instead of sbin",50
"Apache httpd-2",47387,"SSL_CLIENT_I_DN and SSL_CLIENT_S_DN use Email instead of emailAddress",50
"Apache httpd-2",56312,"Can't configure different balancing workers that contain the same balancer url",50
"POI",47570,"Extraneous /xl/calcChain.xml part (Calculation properties) left behind in .xlsx file",50
"Lenya",42441,"Adding zip file to the document",50
"Apache httpd-2",54633,"Invalid % encoding not rejected",50
"Ant",52922,"The <ant> task propagates ant.project.name even if inheritAll is false",50
"Apache httpd-2",50278," -DFOREGROUND and ap_unixd_killpg()/ap_os_killpg()",50
"Regexp",43219,":graph: should match any printable & visible characters. It doesn't.",50
"Apache httpd-2",48576,"MOVE or COPY in WebDAV fails with 404 when file extension is changed",50
"Ant",58336,"Race condition using presetdef with parallel",50
"Ant",58531,"Dependent Class load broken for Java",50
"Ant",50171,"get-task handles status code 102 incorrectly",50
"BCEL - Now in Jira",51013,"Incorrect link for Jasmin assembler language",50
"BCEL - Now in Jira",52441,"InstructionTargeters not being properly cleaned up.",50
